date_collected,plot,gwc,year
2018-01-23,749,0.2006802465987671,2018
2018-01-23,749,0.20251273208752898,2018
2018-01-23,748,0.11939023568817402,2018
2018-01-23,748,0.12361900264624093,2018
2018-01-23,747,0.16230487000494703,2018
2018-01-23,747,0.1559132711872902,2018
2018-01-23,741,0.27720050799740675,2018
2018-01-23,741,0.26165493691585034,2018
2018-01-23,744,0.18273518454997245,2018
2018-01-23,744,0.205012029042471,2018
2018-01-23,740,0.1991669155826884,2018
2018-01-23,740,0.19429786703921545,2018
2018-01-23,759,0.2647200385047329,2018
2018-01-23,759,0.27190168917639806,2018
2018-01-23,745,0.18936535003121538,2018
2018-01-23,745,0.20359234275971988,2018
2018-01-23,742,0.18062073038370693,2018
2018-01-23,742,NA,2018
2018-01-23,746,0.20606968902210557,2018
2018-01-23,746,0.18062761742610692,2018
2018-01-23,755,0.22641932795428119,2018
2018-01-23,755,0.22509219115288903,2018
2018-01-23,743,0.20917127951893597,2018
2018-01-23,743,0.19212472833437497,2018
2018-01-23,750,0.16651707026690163,2018
2018-01-23,750,0.20094910129346544,2018
2018-01-23,753,0.15897049063802163,2018
2018-01-23,753,0.16259417593319342,2018
2018-01-23,762,0.11622253783166114,2018
2018-01-23,762,0.10624177152353609,2018
2018-01-23,763,0.12972823370496897,2018
2018-01-23,763,0.12598089512551114,2018
2018-01-23,761,0.22571479091877303,2018
2018-01-23,761,0.23396945742778982,2018
2018-01-23,760,0.1571772623039605,2018
2018-01-23,760,0.15409117879305637,2018
2018-01-23,752,0.2322300754131783,2018
2018-01-23,752,0.23068026642142503,2018
2018-01-23,754,0.200932825044764,2018
2018-01-23,754,0.18529618950527893,2018
2018-01-23,757,0.17250764684535222,2018
2018-01-23,757,0.16157324227897032,2018
2018-01-23,758,0.2628581637894456,2018
2018-01-23,758,0.2464043943412492,2018
2018-01-23,756,0.17716545387427765,2018
2018-01-23,756,0.16828094762394263,2018
2018-01-23,751,0.18794157771549855,2018
2018-01-23,751,0.19634840162664785,2018
2017-04-15,740,0.1974648747709225,2017
2017-04-15,741,0.14859587130370083,2017
2017-04-15,742,0.13084594222833537,2017
2017-04-15,743,0.09446780977030104,2017
2017-04-15,744,0.14722083124687038,2017
2017-04-15,745,0.1574864235841739,2017
2017-04-15,746,0.11049210770659246,2017
2017-04-15,747,0.11170651277823582,2017
2017-04-15,748,0.06337434687341982,2017
2017-04-15,749,0.16655290102389075,2017
2017-04-15,750,0.08944258105733899,2017
2017-04-15,751,0.14010933387325358,2017
2017-04-15,752,0.08173244848061487,2017
2017-04-15,753,0.14358218729535052,2017
2017-04-15,754,0.11969621925045414,2017
2017-04-15,755,0.0874713521772345,2017
2017-04-15,756,0.0806613226452908,2017
2017-04-15,757,0.09097744360902245,2017
2017-04-15,758,0.23868082727780904,2017
2017-04-15,759,0.1575152523571824,2017
2017-04-15,760,0.07277369932971585,2017
2017-04-15,761,0.09523074548541444,2017
2017-04-15,763,0.014116416869989459,2017
2017-04-15,762,0.0628544423440454,2017
